,timestamp,ent,type,new_ent
2746,2024-09-20,work in a variety of different teams,S_SKILL,COLLABORATION AND TEAMWORK
2746,2024-09-20,coaching,S_SKILL,COACHING
2747,2024-09-20,supporting the installation,S_SKILL,SUPPORTING THE INSTALLATION
2747,2024-09-20,attention to detail,S_SKILL,ATTENTION TO DETAIL
2747,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2747,2024-09-20,curious mindset,S_SKILL,CURIOUS MINDSET
2747,2024-09-20,Willingness to complete three 12,S_SKILL,WILLINGNESS TO COMPLETE THREE 12
2747,2024-09-20,broad network of alumni,H_SKILL,BROAD NETWORK OF ALUMNI
2747,2024-09-20,performance reviews,H_SKILL,PERFORMANCE REVIEWS
2747,2024-09-20,Develop,H_SKILL,DEVELOPMENT
2747,2024-09-20,Ambition,S_SKILL,AMBITION
2747,2024-09-20,Motivation,S_SKILL,DRIVEN AND MOTIVATED
2748,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2748,2024-09-20,guide decision making,S_SKILL,GUIDE DECISION MAKING
2748,2024-09-20,understanding of different aspects,H_SKILL,UNDERSTANDING OF DIFFERENT ASPECTS
2748,2024-09-20,2:1,REQUIREMENT,2:1
2748,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2749,2024-09-20,collaborating with colleagues,S_SKILL,COLLABORATION AND TEAMWORK
2749,2024-09-20,leadership,S_SKILL,LEADERSHIP
2749,2024-09-20,analysing and manipulating data,H_SKILL,DATA ANALYSIS
2749,2024-09-20,analysing data,H_SKILL,DATA ANALYSIS
2749,2024-09-20,management,S_SKILL,MANAGEMENT
2749,2024-09-20,Advanced Diploma,REQUIREMENT,ADVANCED DIPLOMA
2749,2024-09-20,identify and develop participants into roles best,H_SKILL,IDENTIFY AND DEVELOP PARTICIPANTS INTO ROLES BEST
2749,2024-09-20,build technical knowledge,H_SKILL,BUILD TECHNICAL KNOWLEDGE
2749,2024-09-20,passion,S_SKILL,PASSION AND ENTHUSIASM
2749,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2749,2024-09-20,2.1,REQUIREMENT,2:1
2750,2024-09-20,2:2,REQUIREMENT,2:2
2750,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2750,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2751,2024-09-20,listening,S_SKILL,LISTENING
2751,2024-09-20,product development,H_SKILL,PRODUCT DEVELOPMENT
2751,2024-09-20,data analysis,H_SKILL,DATA ANALYSIS
2751,2024-09-20,data skills,H_SKILL,DATA SKILLS
2751,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2751,2024-09-20,improve our products and services,H_SKILL,IMPROVE OUR PRODUCTS AND SERVICES
2751,2024-09-20,Leveraging customer insights,S_SKILL,LEVERAGING CUSTOMER INSIGHTS
2751,2024-09-20,presentation skills,S_SKILL,PRESENTATION SKILLS
2751,2024-09-20,degree,REQUIREMENT,DEGREE
2752,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2752,2024-09-20,resolving technical problems,H_SKILL,RESOLVING TECHNICAL PROBLEMS
2752,2024-09-20,"design, development, manufacturing and maintenance of laboratory test",H_SKILL,"DESIGN, DEVELOPMENT, MANUFACTURING AND MAINTENANCE OF LABORATORY TEST"
2752,2024-09-20,present,S_SKILL,PRESENT
2752,2024-09-20,"design, develop and test electrical & mechanical solutions",H_SKILL,"DESIGN, DEVELOP AND TEST ELECTRICAL & MECHANICAL SOLUTIONS"
2752,2024-09-20,defining Sustainability design,H_SKILL,DEFINING SUSTAINABILITY DESIGN
2752,2024-09-20,Design Assessments,H_SKILL,DESIGN ASSESSMENTS
2752,2024-09-20,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
2752,2024-09-20,improve the sustainability of test benches,H_SKILL,IMPROVE THE SUSTAINABILITY OF TEST BENCHES
2752,2024-09-20,Master’s Degree,REQUIREMENT,MASTER'S
2752,2024-09-20,Bachelor’s Degree,REQUIREMENT,BACHELOR'S
2752,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2752,2024-09-20,driven to deliver Strong,S_SKILL,DRIVEN AND MOTIVATED
2752,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2752,2024-09-20,Understanding of technology and associated operational environmental impact,H_SKILL,UNDERSTANDING OF TECHNOLOGY AND ASSOCIATED OPERATIONAL ENVIRONMENTAL IMPACT
2752,2024-09-20,Good understanding of the circular economy,S_SKILL,GOOD UNDERSTANDING OF THE CIRCULAR ECONOMY
2753,2024-09-20,creative thinker,S_SKILL,CREATIVE THINKER
2753,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2753,2024-09-20,analysing data,H_SKILL,DATA ANALYSIS
2753,2024-09-20,discover and contribute to the ways we help our teams be,H_SKILL,DISCOVER AND CONTRIBUTE TO THE WAYS WE HELP OUR TEAMS BE
2753,2024-09-20,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
2753,2024-09-20,inclusion ,S_SKILL,INCLUSION 
2753,2024-09-20,2:2 degree,REQUIREMENT,2:2
2754,2024-09-20,confidence,S_SKILL,CONFIDENCE
2754,2024-09-20,confidence,S_SKILL,CONFIDENCE
2754,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2754,2024-09-20,analytical skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2754,2024-09-20,attention to detail,S_SKILL,ATTENTION TO DETAIL
2754,2024-09-20,flexible and capable,S_SKILL,FLEXIBLE
2754,2024-09-20,quickly to changing workloads and priorities,S_SKILL,QUICKLY TO CHANGING WORKLOADS AND PRIORITIES
2754,2024-09-20,communication,S_SKILL,COMMUNICATION
2754,2024-09-20,interpersonal skills,S_SKILL,INTERPERSONAL SKILLS
2754,2024-09-20,assess technical information,H_SKILL,ASSESS TECHNICAL INFORMATION
2755,2024-09-20,2:2,REQUIREMENT,2:2
2755,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2755,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2756,2024-09-20,understanding of HR at Bakkavor,H_SKILL,UNDERSTANDING OF HR AT BAKKAVOR
2756,2024-09-20,HR Analytics,H_SKILL,HR ANALYTICS
2756,2024-09-20,organizational skills,S_SKILL,ORGANIZATIONAL SKILLS
2756,2024-09-20,inquisitive,S_SKILL,INQUISITIVE
2756,2024-09-20,Motivation,S_SKILL,DRIVEN AND MOTIVATED
2756,2024-09-20,Willingness to complete three 12,S_SKILL,WILLINGNESS TO COMPLETE THREE 12
2756,2024-09-20,broad network of alumni,H_SKILL,BROAD NETWORK OF ALUMNI
2756,2024-09-20,performance reviews,H_SKILL,PERFORMANCE REVIEWS
2756,2024-09-20,Develop,H_SKILL,DEVELOPMENT
2756,2024-09-20,Ambition,S_SKILL,AMBITION
2756,2024-09-20,Motivation,S_SKILL,DRIVEN AND MOTIVATED
2757,2024-09-20,"Reading, Staines, Aberdeen etc. As a Wood",H_SKILL,"READING, STAINES, ABERDEEN ETC. AS A WOOD"
2757,2024-09-20,graphics design,H_SKILL,GRAPHICS DESIGN
2757,2024-09-20,manage your time,S_SKILL,TIME MANAGEMENT
2757,2024-09-20,machine language,LANG_FRAM,MACHINE LANGUAGE
2757,2024-09-20,degree,REQUIREMENT,DEGREE
2757,2024-09-20,interest in automation engineering,H_SKILL,INTEREST IN AUTOMATION ENGINEERING
2757,2024-09-20,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2757,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2757,2024-09-20,power generation,H_SKILL,POWER GENERATION
2757,2024-09-20,Bachelor's Degree,REQUIREMENT,BACHELOR'S
2757,2024-09-20,degree,REQUIREMENT,DEGREE
2757,2024-09-20,numerical and analytical skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2757,2024-09-20,organisation and planning skills,S_SKILL,ORGANISATION AND PLANNING SKILLS
2757,2024-09-20,Good communication skills,S_SKILL,COMMUNICATION
2757,2024-09-20,proactive,S_SKILL,PROACTIVE
2757,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2757,2024-09-20,share ideas,S_SKILL,SHARE IDEAS
2757,2024-09-20,Networking,H_SKILL,NETWORKING
2758,2024-09-20,python,LANG_FRAM,PYTHON
2758,2024-09-20,curious,S_SKILL,CURIOUS
2758,2024-09-20,quick thinker,S_SKILL,QUICK THINKER
2758,2024-09-20,"open mind, and have the resilience",S_SKILL,"OPEN MIND, AND HAVE THE RESILIENCE"
2758,2024-09-20,teamwork,S_SKILL,COLLABORATION AND TEAMWORK
2758,2024-09-20,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2758,2024-09-20,building strong relationships,S_SKILL,BUILDING STRONG RELATIONSHIPS
2758,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2758,2024-09-20,develop and sharpen your skills,H_SKILL,DEVELOP AND SHARPEN YOUR SKILLS
2758,2024-09-20,data analysis,H_SKILL,DATA ANALYSIS
2758,2024-09-20,driven,S_SKILL,DRIVEN AND MOTIVATED
2758,2024-09-20,Provide key insights,H_SKILL,PROVIDE KEY INSIGHTS
2758,2024-09-20,degree,REQUIREMENT,DEGREE
2759,2024-09-20,Maths and English,H_SKILL,MATHS AND ENGLISH
2759,2024-09-20,GCSE,REQUIREMENT,GCSE
2759,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2759,2024-09-20,degree,REQUIREMENT,DEGREE
2760,2024-09-20,"designing, building, testing, and commissioning the largest and most advanced",H_SKILL,TESTING
2760,2024-09-20,2:2,REQUIREMENT,2:2
2760,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2760,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2761,2024-09-20,simulation,H_SKILL,SIMULATION
2761,2024-09-20,testing,H_SKILL,TESTING
2761,2024-09-20,supporting the planning,S_SKILL,SUPPORTING THE PLANNING
2761,2024-09-20,2:2,REQUIREMENT,2:2
2761,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2761,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2762,2024-09-20,developing procurement strategies,H_SKILL,DEVELOPING PROCUREMENT STRATEGIES
2762,2024-09-20,2:2,REQUIREMENT,2:2
2762,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2762,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2763,2024-09-20,creative,S_SKILL,CREATIVE
2763,2024-09-20,proactive,S_SKILL,PROACTIVE
2763,2024-09-20,pragmatic,S_SKILL,PRAGMATIC
2763,2024-09-20,curious,S_SKILL,CURIOUS
2763,2024-09-20,CIMA,REQUIREMENT,CIMA
2763,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2763,2024-09-20,forecast future performance,S_SKILL,FORECAST FUTURE PERFORMANCE
2763,2024-09-20,Work as a finance specialist,S_SKILL,WORK AS A FINANCE SPECIALIST
2763,2024-09-20,degree,REQUIREMENT,DEGREE
2764,2024-09-20,"maintain cutting edge, complex and innovative",H_SKILL,"MAINTAIN CUTTING EDGE, COMPLEX AND INNOVATIVE"
2764,2024-09-20,2:2,REQUIREMENT,2:2
2764,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2764,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2765,2024-09-20,design features,H_SKILL,DESIGN FEATURES
2765,2024-09-20,2:2,REQUIREMENT,2:2
2765,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2765,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2766,2024-09-20,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
2766,2024-09-20,Sensory Analysis,H_SKILL,SENSORY ANALYSIS
2766,2024-09-20,Leadership,S_SKILL,LEADERSHIP
2766,2024-09-20,Category Management,H_SKILL,CATEGORY MANAGEMENT
2766,2024-09-20,Engage in idea generation,S_SKILL,ENGAGE IN IDEA GENERATION
2766,2024-09-20,degree,REQUIREMENT,DEGREE
2766,2024-09-20,master's,REQUIREMENT,MASTER'S
2766,2024-09-20,Motivation,S_SKILL,DRIVEN AND MOTIVATED
2766,2024-09-20,Willingness to complete three 12,S_SKILL,WILLINGNESS TO COMPLETE THREE 12
2766,2024-09-20,broad network of alumni,H_SKILL,BROAD NETWORK OF ALUMNI
2766,2024-09-20,performance reviews,H_SKILL,PERFORMANCE REVIEWS
2766,2024-09-20,Develop,H_SKILL,DEVELOPMENT
2766,2024-09-20,Ambition,S_SKILL,AMBITION
2766,2024-09-20,Motivation,S_SKILL,DRIVEN AND MOTIVATED
2767,2024-09-20,2:2,REQUIREMENT,2:2
2767,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2767,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2768,2024-09-20,cutting edge ‘state,S_SKILL,CUTTING EDGE ‘STATE
2768,2024-09-20,work closely with clients,S_SKILL,WORK CLOSELY WITH CLIENTS
2768,2024-09-20,fresh ideas,S_SKILL,FRESH IDEAS
2768,2024-09-20,delivered on time,S_SKILL,TIME MANAGEMENT
2768,2024-09-20,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
2768,2024-09-20,preparation,S_SKILL,PREPARATION
2768,2024-09-20,Collaborating with,S_SKILL,COLLABORATION AND TEAMWORK
2768,2024-09-20,ensuring robust quality systems,H_SKILL,ENSURING ROBUST QUALITY SYSTEMS
2768,2024-09-20,being actively involved,S_SKILL,BEING ACTIVELY INVOLVED
2768,2024-09-20,ensure timely and accurate information,H_SKILL,ENSURE TIMELY AND ACCURATE INFORMATION
2768,2024-09-20,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2768,2024-09-20,bachelor’s degree,REQUIREMENT,BACHELOR'S
2768,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2768,2024-09-20,adaptable,S_SKILL,ADAPTABLE
2768,2024-09-20,genuine passion,S_SKILL,PASSION AND ENTHUSIASM
2768,2024-09-20,curious,S_SKILL,CURIOUS
2768,2024-09-20,solve problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2768,2024-09-20,Mace,H_SKILL,MACE
2769,2024-09-20,applying systems,S_SKILL,APPLYING SYSTEMS
2769,2024-09-20,2:2,REQUIREMENT,2:2
2769,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2769,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2770,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2770,2024-09-20,"ConOps, specification, and architecture",H_SKILL,"CONOPS, SPECIFICATION, AND ARCHITECTURE"
2770,2024-09-20,communicating,S_SKILL,COMMUNICATION
2770,2024-09-20,"Writing internal, R&D and commercial proposals",S_SKILL,"WRITING INTERNAL, R&D AND COMMERCIAL PROPOSALS"
2770,2024-09-20,Master's Degree,REQUIREMENT,MASTER'S
2770,2024-09-20,communications,S_SKILL,COMMUNICATION
2770,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2770,2024-09-20,Systems engineering,H_SKILL,SYSTEMS ENGINEERING
2770,2024-09-20,satellite communications,H_SKILL,SATELLITE COMMUNICATIONS
2770,2024-09-20,communications,S_SKILL,COMMUNICATION
2770,2024-09-20,design Innovation,H_SKILL,DESIGN INNOVATION
2771,2024-09-20,building a data,H_SKILL,BUILDING A DATA
2771,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2771,2024-09-20,implementing data management,H_SKILL,IMPLEMENTING DATA MANAGEMENT
2771,2024-09-20,Applying analytics,H_SKILL,APPLYING ANALYTICS
2771,2024-09-20,Monitoring and reporting on data,H_SKILL,MONITORING AND REPORTING ON DATA
2771,2024-09-20,Collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2771,2024-09-20,Identifying and addressing data vulnerabilities,H_SKILL,IDENTIFYING AND ADDRESSING DATA VULNERABILITIES
2771,2024-09-20,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2771,2024-09-20,Collaboration,S_SKILL,COLLABORATION AND TEAMWORK
2771,2024-09-20,communication,S_SKILL,COMMUNICATION
2771,2024-09-20,Curiosity,S_SKILL,CURIOSITY
2771,2024-09-20,2:2 degree,REQUIREMENT,2:2
2771,2024-09-20,PhD,REQUIREMENT,PHD
2771,2024-09-20,Master's degree,REQUIREMENT,MASTER'S
2772,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2772,2024-09-20,testing,H_SKILL,TESTING
2772,2024-09-20,communicate,S_SKILL,COMMUNICATION
2772,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2772,2024-09-20,Power analysis,LANG_FRAM,POWER ANALYSIS
2772,2024-09-20,Array,LANG_FRAM,ARRAY
2772,2024-09-20,Power Conditioning,LANG_FRAM,POWER CONDITIONING
2772,2024-09-20,RF Communications,LANG_FRAM,RF COMMUNICATIONS
2772,2024-09-20,handling and communication protocols,S_SKILL,COMMUNICATION
2772,2024-09-20,logical,S_SKILL,LOGICAL
2772,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2772,2024-09-20,analysis and/or test A willingness to utilise practical skills,H_SKILL,ANALYSIS AND/OR TEST A WILLINGNESS TO UTILISE PRACTICAL SKILLS
2773,2024-09-20,drive to pass a major maturity milestone,S_SKILL,DRIVE TO PASS A MAJOR MATURITY MILESTONE
2773,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2773,2024-09-20,data acquisition,H_SKILL,DATA ACQUISITION
2773,2024-09-20,calibration,H_SKILL,CALIBRATION
2773,2024-09-20,preparation,S_SKILL,PREPARATION
2773,2024-09-20,understanding of testing,H_SKILL,TESTING
2773,2024-09-20,Designing test systems for small material,H_SKILL,DESIGNING TEST SYSTEMS FOR SMALL MATERIAL
2773,2024-09-20,AI,LANG_FRAM,AI
2773,2024-09-20,data analytics,H_SKILL,DATA ANALYTICS
2773,2024-09-20,deploying,H_SKILL,DEPLOYMENT
2773,2024-09-20,Hydraulics,H_SKILL,HYDRAULICS
2773,2024-09-20,Control Systems,H_SKILL,CONTROL SYSTEMS
2773,2024-09-20,AI,LANG_FRAM,AI
2773,2024-09-20,Statistical Analysis,H_SKILL,STATISTICAL ANALYSIS
2773,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2774,2024-09-20,2:2,REQUIREMENT,2:2
2774,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2774,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2775,2024-09-20,"Identify, develop and win new business as part of a collaborative team",H_SKILL,"IDENTIFY, DEVELOP AND WIN NEW BUSINESS AS PART OF A COLLABORATIVE TEAM"
2775,2024-09-20,management,S_SKILL,MANAGEMENT
2775,2024-09-20,2:2,REQUIREMENT,2:2
2775,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2775,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2776,2024-09-20,building a data,H_SKILL,BUILDING A DATA
2776,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2776,2024-09-20,implementing data management,H_SKILL,IMPLEMENTING DATA MANAGEMENT
2776,2024-09-20,Applying analytics,H_SKILL,APPLYING ANALYTICS
2776,2024-09-20,Monitoring and reporting on data,H_SKILL,MONITORING AND REPORTING ON DATA
2776,2024-09-20,Collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2776,2024-09-20,Identifying and addressing data vulnerabilities,H_SKILL,IDENTIFYING AND ADDRESSING DATA VULNERABILITIES
2776,2024-09-20,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2776,2024-09-20,Collaboration,S_SKILL,COLLABORATION AND TEAMWORK
2776,2024-09-20,communication,S_SKILL,COMMUNICATION
2776,2024-09-20,Curiosity,S_SKILL,CURIOSITY
2776,2024-09-20,2:2 degree,REQUIREMENT,2:2
2776,2024-09-20,PhD,REQUIREMENT,PHD
2776,2024-09-20,Master's degree,REQUIREMENT,MASTER'S
2777,2024-09-20,2:2,REQUIREMENT,2:2
2777,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2777,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2778,2024-09-20,2:2,REQUIREMENT,2:2
2778,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2778,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2779,2024-09-20,building a data,H_SKILL,BUILDING A DATA
2779,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2779,2024-09-20,implementing data management,H_SKILL,IMPLEMENTING DATA MANAGEMENT
2779,2024-09-20,Applying analytics,H_SKILL,APPLYING ANALYTICS
2779,2024-09-20,Monitoring and reporting on data,H_SKILL,MONITORING AND REPORTING ON DATA
2779,2024-09-20,Collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2779,2024-09-20,Identifying and addressing data vulnerabilities,H_SKILL,IDENTIFYING AND ADDRESSING DATA VULNERABILITIES
2779,2024-09-20,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2779,2024-09-20,Collaboration,S_SKILL,COLLABORATION AND TEAMWORK
2779,2024-09-20,communication,S_SKILL,COMMUNICATION
2779,2024-09-20,Curiosity,S_SKILL,CURIOSITY
2779,2024-09-20,2:2 degree,REQUIREMENT,2:2
2779,2024-09-20,PhD,REQUIREMENT,PHD
2779,2024-09-20,Master's degree,REQUIREMENT,MASTER'S
2780,2024-09-20,2:2,REQUIREMENT,2:2
2780,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2780,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2781,2024-09-20,motivation,S_SKILL,DRIVEN AND MOTIVATED
2781,2024-09-20,analysing,H_SKILL,ANALYSING
2781,2024-09-20,leadership,S_SKILL,LEADERSHIP
2781,2024-09-20,Lean,H_SKILL,LEAN
2781,2024-09-20,Driving innovation,H_SKILL,DRIVING INNOVATION
2781,2024-09-20,2:1,REQUIREMENT,2:1
2781,2024-09-20,Lean,H_SKILL,LEAN
2781,2024-09-20,Leadership,S_SKILL,LEADERSHIP
2781,2024-09-20,verbal and written communication,S_SKILL,COMMUNICATION
2782,2024-09-20,present findings,S_SKILL,PRESENT FINDINGS
2782,2024-09-20,Childrenswear,H_SKILL,CHILDRENSWEAR
2782,2024-09-20,portfolio,REQUIREMENT,PORTFOLIO
2782,2024-09-20,dynamic,S_SKILL,DYNAMIC
2782,2024-09-20,fast,S_SKILL,FAST
2782,2024-09-20,present your ideas,S_SKILL,PRESENT YOUR IDEAS
2782,2024-09-20,Lipsy,LANG_FRAM,LIPSY
2783,2024-09-20,ambition,S_SKILL,AMBITION
2783,2024-09-20,mentor,S_SKILL,MENTOR
2783,2024-09-20,solid scientific background,H_SKILL,SOLID SCIENTIFIC BACKGROUND
2783,2024-09-20,2:1,REQUIREMENT,2:1
2783,2024-09-20,2:2,REQUIREMENT,2:2
2784,2024-09-20,advising clients,S_SKILL,ADVISING CLIENTS
2784,2024-09-20,advising on aspects,S_SKILL,ADVISING ON ASPECTS
2784,2024-09-20,ambition,S_SKILL,AMBITION
2784,2024-09-20,winning and highly,H_SKILL,WINNING AND HIGHLY
2784,2024-09-20,mentor,S_SKILL,MENTOR
2784,2024-09-20,2:1,REQUIREMENT,2:1
2785,2024-09-20,Childrenswear,H_SKILL,CHILDRENSWEAR
2785,2024-09-20,portfolio,REQUIREMENT,PORTFOLIO
2785,2024-09-20,dynamic,S_SKILL,DYNAMIC
2785,2024-09-20,fast,S_SKILL,FAST
2785,2024-09-20,Lipsy,LANG_FRAM,LIPSY
2786,2024-09-20,2:2,REQUIREMENT,2:2
2786,2024-09-20,Bachelor’s degree,REQUIREMENT,BACHELOR'S
2786,2024-09-20,flexibility,S_SKILL,FLEXIBLE
2787,2024-09-20,building a data,H_SKILL,BUILDING A DATA
2787,2024-09-20,"offer guidance throughout the scheme, and you’ll have access to technical and business-",S_SKILL,"OFFER GUIDANCE THROUGHOUT THE SCHEME, AND YOU’LL HAVE ACCESS TO TECHNICAL AND BUSINESS-"
2787,2024-09-20,implementing data management,H_SKILL,IMPLEMENTING DATA MANAGEMENT
2787,2024-09-20,Applying analytics,H_SKILL,APPLYING ANALYTICS
2787,2024-09-20,Monitoring and reporting on data,H_SKILL,MONITORING AND REPORTING ON DATA
2787,2024-09-20,Collaborating,S_SKILL,COLLABORATION AND TEAMWORK
2787,2024-09-20,Identifying and addressing data vulnerabilities,H_SKILL,IDENTIFYING AND ADDRESSING DATA VULNERABILITIES
2787,2024-09-20,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2787,2024-09-20,Collaboration,S_SKILL,COLLABORATION AND TEAMWORK
2787,2024-09-20,communication,S_SKILL,COMMUNICATION
2787,2024-09-20,Curiosity,S_SKILL,CURIOSITY
2787,2024-09-20,2:2 degree,REQUIREMENT,2:2
2787,2024-09-20,PhD,REQUIREMENT,PHD
2787,2024-09-20,Master's degree,REQUIREMENT,MASTER'S
2788,2024-09-20,passion,S_SKILL,PASSION AND ENTHUSIASM
2788,2024-09-20,creative,S_SKILL,CREATIVE
2788,2024-09-20,2.1,REQUIREMENT,2:1
2788,2024-09-20,building relationships,S_SKILL,BUILDING RELATIONSHIPS
2788,2024-09-20,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
2788,2024-09-20,Lipsy,LANG_FRAM,LIPSY
2789,2024-09-20,ambition,S_SKILL,AMBITION
2789,2024-09-20,mentor,S_SKILL,MENTOR
2789,2024-09-20,solid scientific background,H_SKILL,SOLID SCIENTIFIC BACKGROUND
